Id,U,X,Y
2280,59.767308,2250,1500
2281,59.767308,2250,1550
2282,66.470964,2250,1600
2283,66.470964,2250,1650
2284,67.084624,2250,1700
2285,67.084624,2250,1750
2286,66.907324,2250,1800
2287,66.907324,2250,1850
2288,74.184514,2250,1900
2289,74.184514,2250,1950
2290,74.714246,2250,2000
2291,74.714246,2250,2050
2292,70.807404,2250,2100
2293,70.807404,2250,2150
2294,78.791133,2250,2200
2295,78.791133,2250,2250
2296,72.683563,2250,2300
2297,72.683563,2250,2350
2298,81.216123,2250,2400
2299,81.216123,2250,2450
2300,0,2300,0
2301,0,2300,50
2302,0,2300,100
2303,0,2300,150
2304,20.78534,2300,200
2305,20.78534,2300,250
2306,18.55713,2300,300
2307,18.55713,2300,350
2308,0,2300,400
2309,0,2300,450
2310,0,2300,500
2311,0,2300,550
2312,0,2300,600
2313,0,2300,650
2314,0,2300,700
2315,0,2300,750
2316,0,2300,800
2317,0,2300,850
2318,0,2300,900
2319,0,2300,950
2320,48.412698,2300,1000
2321,48.412698,2300,1050
2322,55.646473,2300,1100
2323,55.646473,2300,1150
2324,59.531188,2300,1200
2325,59.531188,2300,1250
2326,56.850883,2300,1300
2327,56.850883,2300,1350
2328,53.901715,2300,1400
2329,53.901715,2300,1450
2330,56.393403,2300,1500
2331,56.393403,2300,1550
2332,57.198504,2300,1600
2333,57.198504,2300,1650
2334,63.688214,2300,1700
2335,63.688214,2300,1750
2336,64.816684,2300,1800
2337,64.816684,2300,1850
2338,61.234284,2300,1900
2339,61.234284,2300,1950
2340,64.44776,2300,2000
2341,64.44776,2300,2050
2342,61.112946,2300,2100
2343,61.112946,2300,2150
2344,61.852763,2300,2200
2345,61.852763,2300,2250
2346,62.644083,2300,2300
2347,62.644083,2300,2350
2348,62.083643,2300,2400
2349,62.083643,2300,2450
2350,0,2350,0
2351,0,2350,50
2352,0,2350,100
2353,0,2350,150
2354,20.78534,2350,200
2355,20.78534,2350,250
2356,18.55713,2350,300
2357,18.55713,2350,350
2358,0,2350,400
2359,0,2350,450
2360,0,2350,500
2361,0,2350,550
2362,0,2350,600
2363,0,2350,650
2364,0,2350,700
2365,0,2350,750
2366,0,2350,800
2367,0,2350,850
2368,0,2350,900
2369,0,2350,950
2370,48.412698,2350,1000
2371,48.412698,2350,1050
2372,55.646473,2350,1100
2373,55.646473,2350,1150
2374,59.531188,2350,1200
2375,59.531188,2350,1250
2376,56.850883,2350,1300
2377,56.850883,2350,1350
2378,53.901715,2350,1400
2379,53.901715,2350,1450
2380,56.393403,2350,1500
2381,56.393403,2350,1550
2382,57.198504,2350,1600
2383,57.198504,2350,1650
2384,63.688214,2350,1700
2385,63.688214,2350,1750
2386,64.816684,2350,1800
2387,64.816684,2350,1850
2388,61.234284,2350,1900
2389,61.234284,2350,1950
2390,64.44776,2350,2000
2391,64.44776,2350,2050
2392,61.112946,2350,2100
2393,61.112946,2350,2150
2394,61.852763,2350,2200
2395,61.852763,2350,2250
2396,62.644083,2350,2300
2397,62.644083,2350,2350
2398,62.083643,2350,2400
2399,62.083643,2350,2450
2400,0,2400,0
2401,0,2400,50
2402,0,2400,100
2403,0,2400,150
2404,19.14187,2400,200
2405,19.14187,2400,250
2406,17.22715,2400,300
2407,17.22715,2400,350
2408,8.66096,2400,400
2409,8.66096,2400,450
2410,16.14109,2400,500
2411,16.14109,2400,550
2412,0,2400,600
2413,0,2400,650
2414,0,2400,700
2415,0,2400,750
2416,0,2400,800
2417,0,2400,850
2418,0,2400,900
2419,0,2400,950
2420,48.412698,2400,1000
2421,48.412698,2400,1050
2422,48.412698,2400,1100
2423,48.412698,2400,1150
2424,48.412698,2400,1200
2425,48.412698,2400,1250
2426,48.412698,2400,1300
2427,48.412698,2400,1350
2428,48.412698,2400,1400
2429,48.412698,2400,1450
2430,58.176978,2400,1500
2431,58.176978,2400,1550
2432,53.952809,2400,1600
2433,53.952809,2400,1650
2434,58.227734,2400,1700
2435,58.227734,2400,1750
2436,52.277434,2400,1800
2437,52.277434,2400,1850
2438,53.580674,2400,1900
2439,53.580674,2400,1950
2440,55.492016,2400,2000
2441,55.492016,2400,2050
2442,52.974543,2400,2100
2443,52.974543,2400,2150
2444,52.847948,2400,2200
2445,52.847948,2400,2250
2446,58.448731,2400,2300
2447,58.448731,2400,2350
2448,61.21076,2400,2400
2449,61.21076,2400,2450
2450,0,2450,0
2451,0,2450,50
2452,0,2450,100
2453,0,2450,150
2454,19.14187,2450,200
2455,19.14187,2450,250
2456,17.22715,2450,300
2457,17.22715,2450,350
2458,8.66096,2450,400
2459,8.66096,2450,450
2460,16.14109,2450,500
2461,16.14109,2450,550
2462,0,2450,600
2463,0,2450,650
2464,0,2450,700
2465,0,2450,750
2466,0,2450,800
2467,0,2450,850
2468,0,2450,900
2469,0,2450,950
2470,48.412698,2450,1000
2471,48.412698,2450,1050
2472,48.412698,2450,1100
2473,48.412698,2450,1150
2474,48.412698,2450,1200
2475,48.412698,2450,1250
2476,48.412698,2450,1300
2477,48.412698,2450,1350
2478,48.412698,2450,1400
2479,48.412698,2450,1450
2480,58.176978,2450,1500
2481,58.176978,2450,1550
2482,53.952809,2450,1600
2483,53.952809,2450,1650
2484,58.227734,2450,1700
2485,58.227734,2450,1750
2486,52.277434,2450,1800
2487,52.277434,2450,1850
2488,53.580674,2450,1900
2489,53.580674,2450,1950
2490,55.492016,2450,2000
2491,55.492016,2450,2050
2492,52.974543,2450,2100
2493,52.974543,2450,2150
2494,52.847948,2450,2200
2495,52.847948,2450,2250
2496,58.448731,2450,2300
2497,58.448731,2450,2350
2498,61.21076,2450,2400
2499,61.21076,2450,2450
